1392,Syncrip,sagittal
71717188,Dio3,coronal
70231929,Prelid2,sagittal
355882,Fbxw2,coronal
71234694,Nup54,sagittal
69173436,Rpl28,sagittal
70302294,Svs1,sagittal
73653470,Olfr640,sagittal
70192165,Txnrd3,sagittal
68632094,B230315N10Rik,sagittal
71919625,1700025B11Rik,sagittal
70528611,Dnaja1,sagittal
70560328,Brs3,coronal
74425542,Akr1c18,coronal
74988741,4632411B12Rik,coronal
68196934,Egln3,sagittal
69289309,L3mbtl,sagittal
68745036,Chd4,sagittal
68745450,H2afy2,sagittal
69014500,Chst3,sagittal
70302551,Tnfrsf10b,sagittal
2502,Pnrc1,sagittal
69527902,B3galt4,sagittal
70609809,Fam35a,sagittal
413816,Pigc,sagittal
70593113,Orai3,sagittal
69734821,Rtf1,sagittal
71656689,Naa30,sagittal
68744086,Myh4,sagittal
70919651,Tufm,sagittal
73906071,Tanc2,sagittal
71668563,Rbm44,sagittal
74720747,Olfr1350,sagittal
76097708,Vps29,sagittal
69015494,Tm7sf2,sagittal
74514162,Slc44a5,sagittal
73606688,Drg2,sagittal
69735001,Hint1,sagittal
331,Dcn,sagittal
556996,Chst7,sagittal
73834475,D930029H24Rik*,sagittal
71608209,Nicn1,sagittal
69114567,Gm711,sagittal
1902,Gm6740,coronal
68076543,Pla2g4a,sagittal
69818260,Ror1,sagittal
71022708,LOC436510,sagittal
75038431,Drd3,coronal
74819687,Nubp1,coronal
77454727,Dll1,sagittal
75774641,Sult1a1,sagittal
70812942,Pafah1b2,sagittal
69980292,Tex14,sagittal
71496294,Chl1,sagittal
68924449,Lman2,sagittal
70560276,Ank1,coronal
70813197,Pdlim7,sagittal
72076521,Gm5563,sagittal
68545207,2310030G06Rik,sagittal
69980298,Tex15,sagittal
68076537,Ssbp4,sagittal
72080084,Mtch2,coronal
1538,Suv39h2,coronal
70194462,U46068,sagittal
69529238,BC067074,sagittal
70445520,Chtf8,sagittal
2668,Tgfb3,sagittal
70608448,LOC432406,sagittal
74510098,LOC434398,sagittal
70474839,Rbm26,sagittal
69257427,Gpr125,sagittal
74426888,Fam151b,sagittal
69353203,R3hdm2,sagittal
1669,Zfp280c,coronal
71022651,LOC436050,sagittal
71152617,Chd2,sagittal
73584879,A930002H24Rik,sagittal
70295667,Fam46d,sagittal
74581265,Nus1,sagittal
1673,Brd8,coronal
74514135,Ric3,sagittal
71789777,Pdpn,sagittal
321203,Cnot7,coronal
69782867,Pcolce,sagittal
74720651,Olfr1231,sagittal
2550,Scand1,sagittal
68077012,Timm50,sagittal
334,Ddc,coronal
70238973,E030030I06Rik,sagittal
68321662,Vps28,sagittal
71608210,Tspan8,sagittal
70524282,Dhdpsl,sagittal
68523288,0610007P08Rik,sagittal
71587931,Gpr115,coronal
68341800,Tmem140,sagittal
69514464,Rspo4,sagittal
69443343,Klf14,sagittal
74821765,Tnnt1,sagittal
69671989,Elovl1,sagittal
69012729,Rpl32,sagittal
71992055,Stra13,sagittal
71836846,Arhgap12,coronal
69529155,Zbbx,sagittal
69237107,Chrna7,sagittal
73423938,Pi16,sagittal
69549277,Lipm,sagittal
68498445,Tgm1,sagittal
69735622,Itgb2l,sagittal
71735076,C230086J09Rik,sagittal
69672198,F5,sagittal
71891946,4933434I20Rik,sagittal
75774686,Nrbp2,coronal
69080505,Usp3,sagittal
75991080,Zfp74,sagittal
68844875,Ermap,sagittal
74635614,Ssbp3,sagittal
71892340,8430423G03Rik,sagittal
2446,Ogn,coronal
69526540,Brd9,sagittal
75831732,Nod1,sagittal
70429112,2410001C21Rik,sagittal
77792010,Tmsb4x,sagittal
70813095,Tmed7,sagittal
73808219,9030414G15Rik*,sagittal
69134316,Dqx1,sagittal
61004,Med23,coronal
76081043,Zfp511,sagittal
1121,Xbp1,sagittal
68301640,Entpd1,sagittal
69735437,Il7r,sagittal
70528264,Atp5b,sagittal
71723833,Tsen15,sagittal
75043139,Tead1,coronal
248335,Paqr4,coronal
